Word,Word,N_Dens (S),N_Freq (S) [1],N_Freq (S) [2],"N_Dens (S,A,D)","N_Freq (S,A,D) [1]","N_Freq (S,A,D) [2]",Neighbours,Neighbours,Edit distance to nw,Phon spread,C_coeff (sub only),C_coeff (SAD),Uniqueness point,n_watch
jeep,dʒiːp,15,2.33946435,2.33946435,16,2.404089311,2.404089311,"['niːp', 'dʒeɪp', 'dʒiːn', 'dʒiː', 'wiːp', 'ʃiːp', 'siːp', 'riːp', 'piːp', 'liːp', 'kiːp', 'hiːp', 'dʒɪp', 'diːp', 'tʃiːp', 'biːp']","['neap', 'jape', 'jean', 'gee', 'weep', 'sheep', 'seep', 'reap', 'peep', 'leap', 'keep', 'heap', 'gyp', 'deep', 'cheap', 'beep']",1,3,0.638095238,0.566666667,4,"[12, 2, 1]"
jelly,ˈdʒɛli,11,2.192354019,2.192354019,11,2.192354019,2.192354019,"['ˈdʒɛmi', 'ˈtɛli', 'ˈnɛli', 'ˈdʒɛləʊ', 'ˈdʒɛni', 'ˈdʒɛri', 'ˈdʒɛsi', 'ˈdʒɛti', 'ˈdʒɒli', 'ˈdɛli', 'ˈbɛli']","['jemmy', 'telly', 'nelly', 'jello', 'jenny', 'jerry', 'jesse', 'jetty', 'jolly', 'delhi', 'belly']",1,4,0.290909091,0.290909091,4,"[4, 1, 5, 1]"
jeopardy,ˈdʒɛpədi,0,0,0,0,0,0,[],[],2,0,0,0,6,"[0, 0, 0, 0, 0, 0]"
jerk,dʒəːk,16,2.342702865,2.342702865,18,2.240532386,2.240532386,"['məːk', 'dəːk', 'səːk', 'bəːk', 'wəːk', 'təːk', 'ʃəːk', 'pəːk', 'ləːk', 'dʒuːk', 'kəːk', 'dʒak', 'dʒeɪk', 'ˈdʒəːki', 'dʒɒk', 'dʒəʊk', 'əːk', 'dʒəːm']","['merc', 'dirk', 'cirque', 'berk', 'work', 'turk', 'shirk', 'perk', 'lurk', 'juke', 'kirk', 'jack', 'jake', 'jerky', 'jock', 'joke', 'irk', 'germ']",1,3,0.458333333,0.424836601,4,"[10, 5, 1]"
jersey,ˈdʒəːzi,4,2.053795715,2.053795715,4,2.053795715,2.053795715,"['ˈkəːzi', 'ˈdʒəːni', 'ˈdʒazi', 'ˈdʒəːki']","['kersey', 'journey', 'jazzy', 'jerky']",4,3,0.166666667,0.166666667,3,"[1, 1, 2, 0]"
jest,dʒɛst,17,2.611208831,2.611208831,20,2.599676384,2.599676384,"['dʒɛs', 'ɛst', 'zɛst', 'rɛst', 'wɛst', 'vɛst', 'tɛst', 'pɛst', 'nɛst', 'lɛst', 'dʒaʊst', 'dʒʌst', 'ˈdʒɛsi', 'ˈdʒɛstə', 'dʒɔɪst', 'ɡɛst', 'dʒɛnt', 'dʒɪst', 'tʃɛst', 'bɛst']","['jess', 'est', 'zest', 'wrest', 'west', 'vest', 'test', 'pest', 'nest', 'lest', 'joust', 'just', 'jesse', 'jester', 'joist', 'guest', 'gent', 'gist', 'chest', 'best']",3,4,0.448529412,0.384210526,5,"[11, 4, 1, 1]"
jet,dʒɛt,17,2.663527006,2.829997443,20,2.509200716,2.641263911,"['sɛt', 'rɛt', 'dʒuːt', 'dʒɛs', 'dʒɛn', 'jɛt', 'wɛt', 'vɛt', 'pɛt', 'nɛt', 'mɛt', 'lɛt', 'dʒɒt', 'dʒɛst', 'ˈdʒɛti', 'dʒɛm', 'dʒɛnt', 'ɡɛt', 'dɛt', 'bɛt']","['sett', 'ret', 'jute', 'jess', 'gen', 'yet', 'whet', 'vet', 'pet', 'net', 'met', 'let', 'jot', 'jest', 'jetty', 'gem', 'gent', 'get', 'debt', 'bet']",1,3,0.514705882,0.384210526,4,"[12, 2, 3]"
Jew,dʒuː,23,2.357953493,2.465133197,28,2.255958003,2.339512003,"['wuː', 'juː', 'suː', 'ruː', 'luː', 'dʒuːt', 'dʒʌɪ', 'dʒiː', 'zuː', 'tuː', 'ʃuː', 'puː', 'muː', 'dʒuːl', 'dʒɔɪ', 'dʒuːs', 'dʒuːk', 'dʒuːn', 'dʒɑː', 'dʒɔː', 'dʒeɪ', 'dʒɪə', 'dʒəʊ', 'ɡuː', 'duː', 'kuː', 'tʃuː', 'buː']","['wu', 'yew', 'sou', 'roux', 'loo', 'jute', 'jai', 'gee', 'zoo', 'two', 'shoe', 'pooh', 'moo', 'joule', 'joy', 'juice', 'juke', 'june', 'jar', 'jaw', 'jay', 'jeer', 'jo', 'goo', 'do', 'coup', 'chew', 'boo']",2,2,0.5256917,0.378306878,3,"[15, 8]"
jewel,ˈdʒuːəl,1,2.598790507,2.598790507,4,1.250047762,1.250047762,"['ˈdʒuːələ', 'dʒuːl', 'ˈdʒuːəld', 'ˈdʒəʊəl']","['jeweller', 'joule', 'jewelled', 'joel']",3,1,0,0.166666667,5,"[0, 1, 0, 0]"
jiffy,ˈdʒɪfi,3,1.436968543,2.155452815,3,1.436968543,2.155452815,"['ˈwɪfi', 'ˈnɪfi', 'ˈdʒɪmi']","['whiffy', 'niffy', 'jimmy']",1,2,0.333333333,0.333333333,3,"[2, 0, 1, 0]"
jiggle,ˈdʒɪɡ(ə)l,7,1.178535434,1.178535434,10,1.343242513,1.343242513,"['ˈnɪɡ(ə)l', 'ˈdʒɪɡəd', 'ˈrɪɡ(ə)l', 'ˈwɪɡ(ə)l', 'ˈdʒʌɡ(ə)l', 'ˈdʒɪŋɡ(ə)l', 'ˈdʒɒɡ(ə)l', 'ˈɡɪɡ(ə)l', 'ˈ(d)ʒɪɡələʊ', 'ˈdʒɪɡə']","['niggle', 'jiggered', 'wriggle', 'wiggle', 'juggle', 'jingle', 'joggle', 'giggle', 'gigolo', 'chigger']",1,3,0.333333333,0.177777778,6,"[4, 2, 0, 0, 1]"
jigsaw,ˈdʒɪɡsɔː,0,0,0,0,0,0,[],[],2,0,0,0,4,"[0, 0, 0, 0, 0]"
jingle,ˈdʒɪŋɡ(ə)l,7,2.068997216,2.068997216,8,2.035290133,2.035290133,"['ˈtɪŋɡ(ə)l', 'ˈsɪŋɡ(ə)l', 'ˈʃɪŋɡ(ə)l', 'ˈmɪŋɡ(ə)l', 'ˈdʒʌŋɡ(ə)l', 'ˈdʒaŋɡ(ə)l', 'ˈdʒɪɡ(ə)l', 'ˈdɪŋɡ(ə)l']","['tingle', 'single', 'shingle', 'mingle', 'jungle', 'jangle', 'jiggle', 'dingle']",3,2,0.523809524,0.392857143,5,"[5, 2, 0, 0, 0, 0]"
jinx,dʒɪŋks,2,0.903089987,0.903089987,2,0.903089987,0.903089987,"['mɪŋks', 'lɪŋks']","['minx', 'lynx']",3,1,1,1,4,"[2, 0, 0, 0, 0]"
jitterbug,ˈdʒɪtəbʌɡ,1,0.602059991,0.602059991,1,0.602059991,0.602059991,['ˈlɪtəbʌɡ'],['litterbug'],2,1,0,0,5,"[1, 0, 0, 0, 0, 0, 0]"
jitters,ˈdʒɪtəz ,0,0,0,0,0,0,[],[],2,0,0,0,4,"[0, 0, 0, 0]"
job,dʒɒb,18,1.83535864,1.943320913,19,1.754604501,1.852082528,"['jɒb', 'nɒb', 'kɒb', 'ˈdʒɒbə', 'hɒb', 'dʒʌɪb', 'fɒb', 'rɒb', 'mɒb', 'lɒb', 'dʒɒʃ', 'dʒɒs', 'dʒɒt', 'dʒab', 'dʒɪb', 'dʒɒk', 'dʒɒɡ', 'dʒɒn', 'ɡɒb']","['yob', 'nob', 'kob', 'jobber', 'hob', 'gybe', 'fob', 'rob', 'mob', 'lob', 'josh', 'joss', 'jot', 'jab', 'jib', 'jock', 'jog', 'john', 'gob']",1,3,0.352941176,0.315789474,4,"[9, 3, 6]"
jobholder,ˈdʒɒbˌhəʊldə ,0,0,0,0,0,0,[],[],3,0,0,0,3,"[0, 0, 0, 0, 0, 0, 0]"
jobless,ˈdʒɒbləs,0,0,0,0,0,0,[],[],3,0,0,0,7,"[0, 0, 0, 0, 0, 0]"
jockey,ˈdʒɒki,7,2.564392337,2.564392337,8,2.57645148,2.57645148,"['ˈdʒaki', 'ˈrɒki', 'ˈdʒəːki', 'dʒɒk', 'ˈdʒɒni', 'ˈdʒɒli', 'ˈhɒki', 'ˈkɒki']","['jacky', 'rocky', 'jerky', 'jock', 'johnny', 'jolly', 'hockey', 'cocky']",1,3,0.238095238,0.178571429,4,"[3, 2, 2, 0]"
jog,dʒɒɡ,16,2.347279169,2.347279169,17,2.291435689,2.291435689,"['wɒɡ', 'nɒɡ', 'lɒɡ', 'dʒɒʃ', 'dʒɒs', 'dʒɒt', 'dʒʌɡ', 'dʒɪɡ', 'dʒɒb', 'dʒɒk', 'ˈdʒɒɡə', 'dʒɒn', 'hɒɡ', 'fɒɡ', 'dɒɡ', 'kɒɡ', 'bɒɡ']","['wog', 'nog', 'log', 'josh', 'joss', 'jot', 'jug', 'jig', 'job', 'jock', 'jogger', 'john', 'hog', 'fog', 'dog', 'cog', 'bog']",1,3,0.366666667,0.323529412,4,"[8, 2, 6]"
join,dʒɔɪn,8,2.108838308,2.811784411,12,2.036451987,2.715269316,"['kɔɪn', 'dʒiːn', 'dʒɪn', 'dʒɛn', 'lɔɪn', 'dʒɔɪ', 'dʒuːn', 'dʒeɪn', 'dʒɒn', 'ˈdʒɔɪnə', 'dʒɔɪnt', 'əˈdʒɔɪn']","['quoin', 'jean', 'jinn', 'gen', 'loin', 'joy', 'june', 'jane', 'john', 'joiner', 'joint', 'adjoin']",1,2,0.571428571,0.257575758,4,"[2, 6, 0]"
joint,dʒɔɪnt,5,1.831786383,1.831786383,6,2.131322255,2.131322255,"['pɔɪnt', 'dʒɔːnt', 'dʒɔɪn', 'ˈdʒɔɪnə', 'dʒɔɪst', 'dʒɛnt']","['point', 'jaunt', 'join', 'joiner', 'joist', 'gent']",2,4,0.1,0.133333333,5,"[1, 2, 1, 1]"
joke,dʒəʊk,16,2.411777135,2.411777135,19,2.435029746,2.435029746,"['təʊk', 'məʊk', 'ˈdʒəʊv', 'wəʊk', 'jəʊk', 'səʊk', 'pəʊk', 'əʊk', 'dʒuːk', 'dʒak', 'dʒeɪk', 'dʒəːk', 'dʒəʊ', 'dʒɒk', 'ˈdʒəʊi', 'ˈdʒəʊkə', 'fəʊk', 'kəʊk', 'tʃəʊk']","['toque', 'moke', 'jove', 'woke', 'yoke', 'soak', 'poke', 'oak', 'juke', 'jack', 'jake', 'jerk', 'jo', 'jock', 'joey', 'joker', 'folk', 'coke', 'choke']",1,3,0.391666667,0.339181287,4,"[9, 5, 2]"
jolly,ˈdʒɒli,14,2.052076432,2.209928465,14,2.052076432,2.209928465,"['ˈpɒli', 'ˈdʒɛli', 'ˈwɒli', 'ˈvɒli', 'ˈmɒli', 'ˈlɒli', 'ˈdʒɒki', 'ˈdʒɒni', 'dʒɒlt', 'ˈhɒli', 'ˈɡɒli', 'ˈfɒli', 'ˈdɒli', 'ˈkɒli']","['poly', 'gelly', 'wally', 'volley', 'molly', 'lolly', 'jockey', 'johnny', 'jolt', 'holly', 'golly', 'folly', 'dolly', 'collie']",1,4,0.505494505,0.505494505,4,"[10, 1, 2, 1]"
josh,dʒɒʃ,13,2.110028968,2.285864716,14,2.133998628,2.298152368,"['tɒʃ', 'kɒʃ', 'bɒʃ', 'wɒʃ', 'pɒʃ', 'nɒʃ', 'ˈdʒɒʃʊə', 'dʒɒs', 'dʒɒt', 'dʒɒb', 'dʒɒk', 'dʒɒɡ', 'dʒɒn', 'ɡɒʃ']","['tosh', 'cosh', 'bosh', 'wash', 'posh', 'nosh', 'joshua', 'joss', 'jot', 'job', 'jock', 'jog', 'john', 'gosh']",1,2,0.461538462,0.395604396,4,"[7, 0, 6]"
jot,dʒɒt,19,2.707007634,2.857396947,21,2.537352543,2.804442284,"['sɒt', 'nɒt', 'dʒuːt', 'ˈdʒɒtə', 'jɒt', 'wɒt', 'tɒt', 'ʃɒt', 'rɒt', 'pɒt', 'lɒt', 'dʒɒʃ', 'dʒɒs', 'dʒɒb', 'dʒɒk', 'dʒɒɡ', 'dʒɒn', 'dʒɒlt', 'hɒt', 'ɡɒt', 'kɒt']","['sot', 'nott', 'jute', 'jotter', 'yacht', 'watt', 'tot', 'shot', 'rot', 'pot', 'lot', 'josh', 'joss', 'job', 'jock', 'jog', 'john', 'jolt', 'hot', 'got', 'cot']",1,3,0.473684211,0.385714286,4,"[12, 1, 6]"
journal,ˈdʒəːn(ə)l,2,0.928666249,0.928666249,2,0.928666249,0.928666249,"['ˈvəːn(ə)l', 'ˈkəːn(ə)l']","['vernal', 'kernel']",2,1,1,1,6,"[2, 0, 0, 0, 0]"
journalism,ˈdʒəːn(ə)lɪz(ə)m,0,0,0,0,0,0,[],[],4,0,0,0,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
journalistic,dʒəːn(ə)ˈlɪstɪk,0,0,0,0,0,0,[],[],3,0,0,0,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
journey,ˈdʒəːni,7,2.122249095,2.475957278,8,1.856967958,2.475957278,"['ˈfəːni', 'ˈtəːni', 'ˈdʒɛni', 'ˈdʒəːki', 'ˈdʒəːzi', 'ˈdʒɒni', 'ˈdʒiːni', 'ˈəːni']","['ferny', 'tourney', 'jenny', 'jerky', 'jersey', 'johnny', 'genie', 'ernie']",2,3,0.238095238,0.25,4,"[2, 3, 2, 0]"
joy,dʒɔɪ,13,2.237135116,2.237135116,14,2.336554152,2.336554152,"['dʒʌɪ', 'hɔɪ', 'dʒiː', 'tɔɪ', 'sɔɪ', 'dʒɑː', 'dʒɔː', 'dʒeɪ', 'dʒɪə', 'dʒuː', 'dʒəʊ', 'dʒɔɪn', 'kɔɪ', 'bɔɪ']","['jai', 'hoy', 'gee', 'toy', 'soy', 'jar', 'jaw', 'jay', 'jeer', 'jew', 'jo', 'join', 'coy', 'buoy']",2,2,0.487179487,0.417582418,3,"[5, 8]"
joyous,ˈdʒɔɪəs,0,0,0,1,0.77815125,0.77815125,['ˈdʒɔɪləs'],['joyless'],3,0,0,0,5,"[0, 0, 0, 0]"
jubilant,ˈdʒuːbɪl(ə)nt,0,0,0,0,0,0,[],[],2,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0, 0]"
jubilation,dʒuːbɪˈleɪʃn,0,0,0,0,0,0,[],[],5,0,0,0,7,"[0, 0, 0, 0, 0, 0, 0, 0]"
jubilee,ˈdʒuːbɪliː,0,0,0,0,0,0,[],[],3,0,0,0,6,"[0, 0, 0, 0, 0, 0]"
Judaism,ˈdʒuːdeɪɪz(ə)m,0,0,0,0,0,0,[],[],4,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0, 0]"
judge,dʒʌdʒ,5,2.41161504,2.41161504,6,2.059850866,2.059850866,"['nʌdʒ', 'dʒʌɡ', 'dʒɔːdʒ', 'fʌdʒ', 'bʌdʒ', 'əˈdʒʌdʒ']","['nudge', 'jug', 'george', 'fudge', 'budge', 'adjudge']",1,3,0.3,0.2,4,"[3, 1, 1]"
judgement,ˈdʒʌdʒm(ə)nt,0,0,0,0,0,0,[],[],3,0,0,0,4,"[0, 0, 0, 0, 0, 0, 0]"
judicial,dʒuːˈdɪʃ(ə)l,1,0.954242509,0.954242509,2,0.477121255,0.954242509,"['dʒuːˈdɪʃ(ə)li', 'dʒuːˈdɪʃəs']","['judicially', 'judicious']",4,1,0,0,8,"[0, 0, 0, 0, 0, 0, 1]"
judiciary,dʒʊˈdɪʃ(ə)ri,0,0,0,0,0,0,[],[],3,0,0,0,3,"[0, 0, 0, 0, 0, 0, 0, 0]"
judicious,dʒuːˈdɪʃəs,1,1.84509804,1.84509804,1,1.84509804,1.84509804,['dʒuːˈdɪʃ(ə)l'],['judicial'],4,1,0,0,8,"[0, 0, 0, 0, 0, 0, 1]"
judo,ˈdʒuːdəʊ,3,2.027408124,2.027408124,3,2.027408124,2.027408124,"['ˈdʒuːdə', 'ˈdʒuːdi', 'ˈdʒuːnəʊ']","['judah', 'judy', 'juno']",2,2,0.333333333,0.333333333,4,"[0, 0, 1, 2]"
jug,dʒʌɡ,14,2.364612114,2.364612114,14,2.364612114,2.364612114,"['pʌɡ', 'fʌɡ', 'tʌɡ', 'θʌɡ', 'rʌɡ', 'mʌɡ', 'lʌɡ', 'dʒʌdʒ', 'dʒɪɡ', 'dʒɒɡ', 'hʌɡ', 'dʌɡ', 'tʃʌɡ', 'bʌɡ']","['pug', 'fug', 'tug', 'thug', 'rug', 'mug', 'lug', 'judge', 'jig', 'jog', 'hug', 'dug', 'chug', 'bug']",2,3,0.615384615,0.615384615,4,"[11, 2, 1]"
juggle,ˈdʒʌɡ(ə)l,2,1.050185273,1.050185273,3,1.720607675,1.720607675,"['ˈdʒʌŋɡ(ə)l', 'ˈdʒɪɡ(ə)l', 'ˈdʒɒɡ(ə)l']","['jungle', 'jiggle', 'joggle']",1,1,1,0.333333333,5,"[0, 2, 0, 0, 0]"
juggler,ˈdʒʌɡlə,0,0,0,0,0,0,[],[],1,0,0,0,4,"[0, 0, 0, 0, 0]"
juice,dʒuːs,11,1.918587572,1.918587572,14,1.926099993,1.926099993,"['dʒuːt', 'dʒɛs', 'ˈdʒuːɛs', 'duːs', 'nuːs', 'muːs', 'luːs', 'dʒɒs', 'dʒuːl', 'ˈdʒuːsi', 'dʒuːk', 'dʒuːn', 'dʒuː', 'ɡuːs']","['jute', 'jess', 'jewess', 'douce', 'noose', 'moose', 'loose', 'joss', 'joule', 'juicy', 'juke', 'june', 'jew', 'goose']",2,3,0.309090909,0.241758242,4,"[5, 2, 4]"
juicy,ˈdʒuːsi,3,3.136288926,3.136288926,4,3.136555222,3.136555222,"['ˈluːsi', 'ˈdʒuːdi', 'dʒuːs', 'ˈdʒɛsi']","['lucy', 'judy', 'juice', 'jesse']",1,3,0,0,4,"[1, 1, 1, 0]"
jukebox,ˈdʒuːkbɒks,0,0,0,0,0,0,[],[],2,0,0,0,4,"[0, 0, 0, 0, 0, 0, 0]"
July,dʒʊˈlʌɪ,0,0,0,0,0,0,[],[],3,0,0,0,3,"[0, 0, 0, 0]"
jumble,ˈdʒʌmb(ə)l,6,1.848094469,1.848094469,6,1.848094469,1.848094469,"['ˈtʌmb(ə)l', 'ˈrʌmb(ə)l', 'ˈmʌmb(ə)l', 'ˈhʌmb(ə)l', 'ˈfʌmb(ə)l', 'ˈbʌmb(ə)l']","['tumble', 'rumble', 'mumble', 'humble', 'fumble', 'bumble']",2,1,1,1,5,"[6, 0, 0, 0, 0, 0]"
jumbo,ˈdʒʌmbəʊ,1,1.662757832,1.662757832,1,1.662757832,1.662757832,['ˈɡʌmbəʊ'],['gumbo'],2,1,0,0,5,"[1, 0, 0, 0, 0]"
jump,dʒʌmp,9,2.30596531,2.30596531,11,2.275178811,2.275178811,"['sʌmp', 'θʌmp', 'rʌmp', 'pʌmp', 'lʌmp', 'ˈdʒʌmpə', 'ˈdʒʌmpi', 'hʌmp', 'dʌmp', 'tʃʌmp', 'bʌmp']","['sump', 'thump', 'rump', 'pump', 'lump', 'jumper', 'jumpy', 'hump', 'dump', 'chump', 'bump']",1,1,1,0.672727273,5,"[9, 0, 0, 0]"
junction,ˈdʒʌŋ(k)ʃ(ə)n,1,2.752816431,2.752816431,2,1.85352947,1.85352947,"['ˈʌŋ(k)ʃ(ə)n', 'ˈfʌŋ(k)ʃ(ə)n']","['unction', 'function']",6,1,0,1,5,"[1, 0, 0, 0, 0, 0, 0]"
June,dʒuːn,18,2.342675245,2.480479671,21,2.343400502,2.460570527,"['dʒuːt', 'dʒiːn', 'dʒɪn', 'dʒɛn', 'kuːn', 'suːn', 'ruːn', 'nuːn', 'muːn', 'luːn', 'dʒuːl', 'dʒuːs', 'dʒuːk', 'ˈdʒuːnɪə', 'ˈdʒuːnəʊ', 'dʒeɪn', 'dʒuː', 'dʒɒn', 'dʒɔɪn', 'ɡuːn', 'buːn']","['jute', 'jean', 'jinn', 'gen', 'coon', 'soon', 'rune', 'noon', 'moon', 'loon', 'joule', 'juice', 'juke', 'junior', 'juno', 'jane', 'jew', 'john', 'join', 'goon', 'boon']",2,3,0.320261438,0.257142857,4,"[8, 6, 4]"
jungle,ˈdʒʌŋɡ(ə)l,4,1.468173063,1.468173063,5,1.549550703,1.549550703,"['ˈdʒʌɡ(ə)l', 'ˈdʒaŋɡ(ə)l', 'ˈdʒɪŋɡ(ə)l', 'ˈfʌŋɡ(ə)l', 'ˈbʌŋɡ(ə)l']","['juggle', 'jangle', 'jingle', 'fungal', 'bungle']",3,2,0.333333333,0.2,5,"[2, 2, 0, 0, 0, 0]"
junior,ˈdʒuːnɪə,2,0.520696343,1.041392685,3,1.341672991,2.012509486,"['ˈdʒuːlɪə', 'dʒuːn', 'ˈdʒuːnəʊ']","['julia', 'june', 'juno']",2,2,0,0.333333333,4,"[0, 0, 1, 1]"
junk,dʒʌŋk,10,2.098866265,2.332073628,11,2.128504026,2.341354429,"['θʌŋk', 'sʌŋk', 'pʌŋk', 'mʌŋk', 'ˈdʒʌŋki', 'hʌŋk', 'ɡʌŋk', 'fʌŋk', 'dʌŋk', 'tʃʌŋk', 'bʌŋk']","['thunk', 'sunk', 'punk', 'monk', 'junkie', 'hunk', 'gunk', 'funk', 'dunk', 'chunk', 'bunk']",1,1,1,0.818181818,5,"[10, 0, 0, 0]"
Junker,ˈdʒʌŋkə,4,1.515091346,2.020121795,7,1.509716985,2.11360378,"['ˈʌŋkə', 'ˈpʌŋkə', 'ˈdʒʌŋ(k)tʃə', 'dʒʌŋk', 'ˈdʒʌŋki', 'ˈhʌŋkə', 'ˈbʌŋkə']","['unco', 'punker', 'juncture', 'junk', 'junkie', 'hunker', 'bunker']",3,2,0.5,0.333333333,5,"[3, 0, 0, 0, 1]"
jurisdiction,ˌdʒʊərɪsˈdɪkʃ(ə)n,0,0,0,0,0,0,[],[],5,0,0,0,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
jurist,ˈdʒʊərɪst,1,2.376576957,2.376576957,1,2.376576957,2.376576957,['ˈtʊərɪst'],['tourist'],2,1,0,0,6,"[1, 0, 0, 0, 0, 0]"
juror,ˈdʒʊərə,1,3.338854746,3.338854746,1,3.338854746,3.338854746,['ˈdʒʊəri'],['jury'],2,1,0,0,4,"[0, 0, 0, 1]"
jury,ˈdʒʊəri,3,1.874060284,2.811090427,3,1.874060284,2.811090427,"['ˈhʊəri', 'ˈdʒʊərə', 'ˈdʒɛri']","['houri', 'juror', 'jerry']",2,3,0,0,4,"[1, 1, 0, 1]"
just,dʒʌst,11,2.03277494,2.03277494,12,2.068326402,2.068326402,"['fʌst', 'dʌst', 'rʌst', 'mʌst', 'lʌst', 'dʒaʊst', 'dʒɛst', 'dʒɔɪst', 'ɡʌst', 'dʒɪst', 'bʌst', 'əˈdʒʌst']","['fussed', 'dost', 'rust', 'must', 'lust', 'joust', 'jest', 'joist', 'gust', 'gist', 'bust', 'adjust']",2,2,0.490909091,0.409090909,5,"[7, 4, 0, 0]"
justice,ˈdʒʌstɪs,0,0,0,0,0,0,[],[],2,0,0,0,6,"[0, 0, 0, 0, 0, 0]"
justification,dʒʌstɪfɪˈkeɪʃ(ə)n,0,0,0,0,0,0,[],[],5,0,0,0,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
justify,ˈdʒʌstɪfʌɪ,0,0,0,1,2.103803721,2.103803721,['ˈdʒʌstɪfʌɪd'],['justified'],3,0,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
juvenile,ˈdʒuːvənʌɪl,0,0,0,0,0,0,[],[],2,0,0,0,3,"[0, 0, 0, 0, 0, 0, 0]"
kaleidoscopic,kəlʌɪdəˈskɒpɪk,0,0,0,0,0,0,[],[],4,0,0,0,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
kangaroo,ˌkaŋɡəˈruː,0,0,0,0,0,0,[],[],2,0,0,0,4,"[0, 0, 0, 0, 0, 0, 0]"
karate,kəˈrɑːti,0,0,0,0,0,0,[],[],2,0,0,0,5,"[0, 0, 0, 0, 0, 0]"
karma,ˈkɑːmə,9,1.804185478,2.029708663,11,1.83599513,2.019594643,"['ˈɑːmə', 'ˈkɑːvə', 'ˈkəʊmə', 'ˈkʌmə', 'ˈpɑːmə', 'ˈlɑːmə', 'ˈfɑːmə', 'ˈkɒmə', 'ˈtʃɑːmə', 'ˈkɑːtə', 'kɑːm']","['amah', 'kava', 'comber', 'comer', 'palmer', 'llama', 'farmer', 'comma', 'charmer', 'carter', 'calm']",4,3,0.277777778,0.254545455,4,"[4, 3, 2, 0]"
keen,kiːn,24,2.237675905,2.334966161,29,2.06337634,2.301458226,"['kɔɪn', 'kiː', 'kwiːn', 'miːn', 'kəːn', 'dʒiːn', 'iːn', 'kuːn', 'kɛːn', 'wiːn', 'tiːn', 'ʃiːn', 'siːn', 'kiːʃ', 'liːn', 'kiːl', 'kiːp', 'kɛn', 'ˈkiːnəʊ', 'kiːd', 'kɑːn', 'kɪn', 'kɔːn', 'kɒn', 'kəʊn', 'kliːn', 'keɪn', 'kan', 'biːn']","['quoin', 'quay', 'quean', 'mien', 'kern', 'jean', ""e'en"", 'coon', 'cairn', 'wean', 'teen', 'sheen', 'seen', 'quiche', 'lien', 'keel', 'keep', 'ken', 'keno', 'keyed', 'khan', 'kin', 'corn', 'con', 'cone', 'clean', 'cain', 'can', 'bean']",1,3,0.362318841,0.283251232,4,"[8, 12, 4]"
keep,kiːp,22,2.200751601,2.200751601,25,2.167782536,2.167782536,"['kiː', 'niːp', 'kɪp', 'wiːp', 'ʃiːp', 'siːp', 'riːp', 'kiːʃ', 'piːp', 'liːp', 'kiːl', 'kiːn', 'ˈkiːpə', 'kiːd', 'dʒiːp', 'hiːp', 'diːp', 'kuːp', 'kriːp', 'kəʊp', 'tʃiːp', 'kap', 'keɪp', 'kɑːp', 'biːp']","['quay', 'neap', 'kip', 'weep', 'sheep', 'seep', 'reap', 'quiche', 'peep', 'leap', 'keel', 'keen', 'keeper', 'keyed', 'jeep', 'heap', 'deep', 'coupe', 'creep', 'cope', 'cheap', 'cap', 'cape', 'carp', 'beep']",1,3,0.376623377,0.306666667,4,"[12, 6, 4]"
keg,kɛɡ,7,2.1632643,2.52380835,8,2.283296885,2.609482154,"['tɛɡ', 'kɛtʃ', 'mɛɡ', 'lɛɡ', 'kɛn', 'ɛɡ', 'kɒɡ', 'bɛɡ']","['teg', 'ketch', 'meg', 'leg', 'ken', 'egg', 'cog', 'beg']",2,3,0.333333333,0.392857143,3,"[4, 1, 2]"
kennel,ˈkɛn(ə)l,4,1.777279168,1.777279168,4,1.777279168,1.777279168,"['ˈkəːn(ə)l', 'ˈkɛt(ə)l', 'ˈfɛn(ə)l', 'ˈkɑːn(ə)l']","['kernel', 'kettle', 'fennel', 'carnal']",1,3,0.166666667,0.166666667,5,"[1, 2, 1, 0, 0]"
kept,kɛpt,6,1.085495046,1.302594055,7,1.183403184,1.380637048,"['sɛpt', 'ˈkɛpi', 'kəʊpt', 'kɒpt', 'wɛpt', 'kɛnt', 'krɛpt']","['sept', 'kepi', 'coped', 'copt', 'wept', 'kent', 'crept']",2,4,0.133333333,0.095238095,4,"[2, 2, 1, 1]"
kerosine,ˈkɛrəsiːn,0,0,0,0,0,0,[],[],2,0,0,0,4,"[0, 0, 0, 0, 0, 0, 0]"
